難度,掉落池ID,群組ID,掉落池備註,抽取次數,先抽稀有度,忽略難度,普通物品BP,遺物BP,None有效權重,None比例,Normal有效權重,Normal比例,Rare有效權重,Rare比例,Elite有效權重,Elite比例,Epic有效權重,Epic比例,Legend有效權重,Legend比例,Unique有效權重,Unique比例
Insane,122200,122200,챕1 미니보스 - 소울콜렉터,6,TRUE,FALSE,9000,750,0,0.00%,2000,11.36%,3000,17.05%,12600,71.59%,0,0.00%,0,0.00%,0,0.00%
Easy,122201,122200,챕1 미니보스 (소울콜렉터) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122201,122200,챕1 미니보스 (소울콜렉터) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122201,122200,챕1 미니보스 (소울콜렉터) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122201,122200,챕1 미니보스 (소울콜렉터) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122202,122200,챕1 미니보스 (소울콜렉터) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122202,122200,챕1 미니보스 (소울콜렉터) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122202,122200,챕1 미니보스 (소울콜렉터) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122202,122200,챕1 미니보스 (소울콜렉터) - 퀘템 보상,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122300,122300,챕1 미니보스 - 포 헤드맨,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122300,122300,챕1 미니보스 - 포 헤드맨,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122300,122300,챕1 미니보스 - 포 헤드맨,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122300,122300,챕1 미니보스 - 포 헤드맨,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122301,122300,챕1 미니보스 (포 헤드맨) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122301,122300,챕1 미니보스 (포 헤드맨) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122301,122300,챕1 미니보스 (포 헤드맨) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122301,122300,챕1 미니보스 (포 헤드맨) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122302,122300,챕1 미니보스 (포 헤드맨) - 퀘템 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122302,122300,챕1 미니보스 (포 헤드맨) - 퀘템 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122302,122300,챕1 미니보스 (포 헤드맨) - 퀘템 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122302,122300,챕1 미니보스 (포 헤드맨) - 퀘템 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122303,122300,챕1 미니보스 (포 헤드맨) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122303,122300,챕1 미니보스 (포 헤드맨) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122303,122300,챕1 미니보스 (포 헤드맨) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122303,122300,챕1 미니보스 (포 헤드맨) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122304,122300,챕1 미니보스 (포 헤드맨) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122304,122300,챕1 미니보스 (포 헤드맨) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122304,122300,챕1 미니보스 (포 헤드맨) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122304,122300,챕1 미니보스 (포 헤드맨) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122400,122400,챕1 미니보스 - 바캉스를 기대 중인 코코,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122400,122400,챕1 미니보스 - 바캉스를 기대 중인 코코,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122400,122400,챕1 미니보스 - 바캉스를 기대 중인 코코,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122400,122400,챕1 미니보스 - 바캉스를 기대 중인 코코,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122401,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122401,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122401,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122401,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122402,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122402,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122402,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122402,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122403,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122403,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122403,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122403,122400,챕1 미니보스 (바캉스를 기대 중인 코코) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122500,122500,"챕1 미니보스 - 괴물 고양이, 키키",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122500,122500,"챕1 미니보스 - 괴물 고양이, 키키",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122500,122500,"챕1 미니보스 - 괴물 고양이, 키키",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122500,122500,"챕1 미니보스 - 괴물 고양이, 키키",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122501,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122501,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122501,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122501,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122502,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122502,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122502,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122502,122500,"챕1 미니보스 (괴물 고양이, 키키) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122503,122500,"챕1 미니보스 (괴물 고양이, 키키) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122503,122500,"챕1 미니보스 (괴물 고양이, 키키) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122503,122500,"챕1 미니보스 (괴물 고양이, 키키) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122503,122500,"챕1 미니보스 (괴물 고양이, 키키) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122600,122600,"챕1 미니보스 - 수간호사, 사라",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122600,122600,"챕1 미니보스 - 수간호사, 사라",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122600,122600,"챕1 미니보스 - 수간호사, 사라",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122600,122600,"챕1 미니보스 - 수간호사, 사라",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122601,122600,"챕1 미니보스 (수간호사, 사라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122601,122600,"챕1 미니보스 (수간호사, 사라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122601,122600,"챕1 미니보스 (수간호사, 사라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122601,122600,"챕1 미니보스 (수간호사, 사라) - 특성재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122602,122600,"챕1 미니보스 (수간호사, 사라) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122602,122600,"챕1 미니보스 (수간호사, 사라) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122602,122600,"챕1 미니보스 (수간호사, 사라) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122602,122600,"챕1 미니보스 (수간호사, 사라) - 퀘템 그룹1",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122603,122600,"챕1 미니보스 (수간호사, 사라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122603,122600,"챕1 미니보스 (수간호사, 사라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122603,122600,"챕1 미니보스 (수간호사, 사라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122603,122600,"챕1 미니보스 (수간호사, 사라) - 특수 재화 그룹",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122604,122600,"챕1 미니보스 (수간호사, 사라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122604,122600,"챕1 미니보스 (수간호사, 사라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122604,122600,"챕1 미니보스 (수간호사, 사라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122604,122600,"챕1 미니보스 (수간호사, 사라) - 서브 퀘템",1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122700,122700,챕1 미니보스 - 휴가 중인 밀리아,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122700,122700,챕1 미니보스 - 휴가 중인 밀리아,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122700,122700,챕1 미니보스 - 휴가 중인 밀리아,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122700,122700,챕1 미니보스 - 휴가 중인 밀리아,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122701,122700,챕1 미니보스 (휴가 중인 밀리아) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122701,122700,챕1 미니보스 (휴가 중인 밀리아) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122701,122700,챕1 미니보스 (휴가 중인 밀리아) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122701,122700,챕1 미니보스 (휴가 중인 밀리아) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122702,122700,챕1 미니보스 (휴가 중인 밀리아) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122702,122700,챕1 미니보스 (휴가 중인 밀리아) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122702,122700,챕1 미니보스 (휴가 중인 밀리아) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122702,122700,챕1 미니보스 (휴가 중인 밀리아) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122703,122700,챕1 미니보스 (휴가 중인 밀리아) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122703,122700,챕1 미니보스 (휴가 중인 밀리아) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122703,122700,챕1 미니보스 (휴가 중인 밀리아) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122703,122700,챕1 미니보스 (휴가 중인 밀리아) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122704,122700,챕1 미니보스 (휴가 중인 밀리아) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122704,122700,챕1 미니보스 (휴가 중인 밀리아) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122704,122700,챕1 미니보스 (휴가 중인 밀리아) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122704,122700,챕1 미니보스 (휴가 중인 밀리아) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122800,122800,챕1 미니보스 - 안경을 잃어버린 박선생,4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122800,122800,챕1 미니보스 - 안경을 잃어버린 박선생,4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122800,122800,챕1 미니보스 - 안경을 잃어버린 박선생,4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122800,122800,챕1 미니보스 - 안경을 잃어버린 박선생,4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122801,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
Normal,122801,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,33.33%,4000,66.67%,0,0.00%,0,0.00%,0,0.00%
Hard,122801,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,23.81%,6400,76.19%,0,0.00%,0,0.00%,0,0.00%
Insane,122801,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특성재료,1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,13.70%,12600,86.30%,0,0.00%,0,0.00%,0,0.00%
Easy,122802,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122802,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122802,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122802,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 퀘템 그룹1,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122803,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122803,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122803,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122803,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 특수 재화 그룹,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122804,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Normal,122804,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Hard,122804,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Insane,122804,122800,챕1 미니보스 (안경을 잃어버린 박선생) - 서브 퀘템,1,FALSE,TRUE,10000,0,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,1000,20.00%,0,0.00%,0,0.00%
Easy,122900,122900,"챕1 미니보스 - 식인 요리사, 미겔",4,TRUE,FALSE,9000,750,0,0.00%,2000,23.39%,4000,46.78%,2550,29.82%,0,0.00%,0,0.00%,0,0.00%
Normal,122900,122900,"챕1 미니보스 - 식인 요리사, 미겔",4,TRUE,FALSE,9000,750,0,0.00%,2000,22.22%,4000,44.44%,3000,33.33%,0,0.00%,0,0.00%,0,0.00%
Hard,122900,122900,"챕1 미니보스 - 식인 요리사, 미겔",4,TRUE,FALSE,9000,750,0,0.00%,2000,18.52%,4000,37.04%,4800,44.44%,0,0.00%,0,0.00%,0,0.00%
Insane,122900,122900,"챕1 미니보스 - 식인 요리사, 미겔",4,TRUE,FALSE,9000,750,0,0.00%,2000,12.94%,4000,25.89%,9450,61.17%,0,0.00%,0,0.00%,0,0.00%
Easy,122901,122900,"챕1 미니보스 (식인 요리사, 미겔) - 특성 재료",1,TRUE,FALSE,6000,0,0,0.00%,0,0.00%,2000,37.04%,3400,62.96%,0,0.00%,0,0.00%,0,0.00%
