難度,怪物ID,怪物名稱,怪物原名,怪物類型,怪物類型原值,怪物分類,怪物分類原值,HP,攻擊,防禦,難度HP倍率%,難度攻擊倍率%,難度防禦倍率%,基礎HP,基礎攻擊,基礎防禦,火抗性%,水抗性%,風抗性%,建議屬性,弱點說明,抗性說明,掉落池ID,掉落池名稱,掉落ID來源,出現設定ID,出現機率,移動速度,攻擊速度,視野距離,背後視野距離,主動技能ID,被動技能ID
Hard,210024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,1650,220.8,74.1,150,115,95,1100,192,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Hard,240024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,825,165.6,74.1,150,115,95,550,144,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Insane,200024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,2640,249.6,81.9,240,130,105,1100,192,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010602,4000,2.3,1,3.5,1.4,20001030|20001041|20001040|20001032,
Insane,210024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,2640,249.6,81.9,240,130,105,1100,192,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Insane,240024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,1320,187.2,81.9,240,130,105,550,144,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Normal,200024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,935,163.2,66.3,85,85,85,1100,192,78,25,0,0,無,無明顯弱點,火 +25%,221300,챕2 소방수 몬스터 (노멀),221300:MonsterSpawn,20010602,4000,2.3,1,3.5,1.4,20001030|20001041|20001040|20001032,
Normal,210024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,935,163.2,66.3,85,85,85,1100,192,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Normal,240024,盾牌消防員,소방수 - 방패,普通,Normal,人類(Human),Human,467.5,122.4,66.3,85,85,85,550,144,78,25,0,0,無,無明顯弱點,火 +25%,,,,,,2.1,1,3.5,2.5,20001030|20001041|20001040|20001032,
Easy,200026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,1470,116.6,61.1,70,55,65,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,221200,챕2 괴이 몬스터 (엘리트),221200:MonsterSpawn,20020501 / 20000801,1000 / 1000,1.2,1,3.5,1.4,20001060|20001061|20001062|20001063|20001064|20001065,
Easy,210026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,1470,116.6,61.1,70,55,65,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Easy,240026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,735,87.45,61.1,70,55,65,1050,159,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Hard,200026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,3150,243.8,89.3,150,115,95,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,221200,챕2 괴이 몬스터 (엘리트),221200:MonsterSpawn,20020501 / 20000801,1000 / 1000,1.2,1,3.5,1.4,20001060|20001061|20001062|20001063|20001064|20001065,
Hard,210026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,3150,243.8,89.3,150,115,95,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Hard,240026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,1575,182.85,89.3,150,115,95,1050,159,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Insane,200026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,5040,275.6,98.7,240,130,105,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,221200,챕2 괴이 몬스터 (엘리트),221200:MonsterSpawn,20020501 / 20000801,1000 / 1000,1.2,1,3.5,1.4,20001060|20001061|20001062|20001063|20001064|20001065,
Insane,210026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,5040,275.6,98.7,240,130,105,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Insane,240026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,2520,206.7,98.7,240,130,105,1050,159,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Normal,200026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,1785,180.2,79.9,85,85,85,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,221200,챕2 괴이 몬스터 (엘리트),221200:MonsterSpawn,20020501 / 20000801,1000 / 1000,1.2,1,3.5,1.4,20001060|20001061|20001062|20001063|20001064|20001065,
Normal,210026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,1785,180.2,79.9,85,85,85,2100,212,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Normal,240026,紅面具,빨간 마스크,普通,Normal,幻象(Phantasm),Phantasm,892.5,135.15,79.9,85,85,85,1050,159,94,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2.5,20001060|20001061|20001062|20001063|20001064|20001065,
Easy,310015,食人廚師米格爾,"식인 요리사, 미겔",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,6160,125.4,70.85,70,55,65,8800,228,109,-25,0,0,火,火 -25%,無明顯抗性,122900,"챕1 미니보스 - 식인 요리사, 미겔",122900:MonsterSpawn,31001501 / 31100302,100 / 100,1.4,1,3.5,1.6,21000076|21000077|21000078|21000079|21000080,
Hard,310015,食人廚師米格爾,"식인 요리사, 미겔",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,13200,262.2,103.55,150,115,95,8800,228,109,-25,0,0,火,火 -25%,無明顯抗性,122900,"챕1 미니보스 - 식인 요리사, 미겔",122900:MonsterSpawn,31001501 / 31100302,100 / 100,1.4,1,3.5,1.6,21000076|21000077|21000078|21000079|21000080,
Insane,310015,食人廚師米格爾,"식인 요리사, 미겔",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,21120,296.4,114.45,240,130,105,8800,228,109,-25,0,0,火,火 -25%,無明顯抗性,122900,"챕1 미니보스 - 식인 요리사, 미겔",122900:MonsterSpawn,31001501 / 31100302,100 / 100,1.4,1,3.5,1.6,21000076|21000077|21000078|21000079|21000080,
Normal,310015,食人廚師米格爾,"식인 요리사, 미겔",小首領,MiniBoss,褻瀆(Blasphemy),Blasphemy,7480,193.8,92.65,85,85,85,8800,228,109,-25,0,0,火,火 -25%,無明顯抗性,122900,"챕1 미니보스 - 식인 요리사, 미겔",122900:MonsterSpawn,31001501 / 31100302,100 / 100,1.4,1,3.5,1.6,21000076|21000077|21000078|21000079|21000080,
Easy,200042,格拉基的奴隸,글라키의 노예,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200042,格拉基的奴隸,글라키의 노예,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200042,格拉基的奴隸,글라키의 노예,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200042,格拉基的奴隸,글라키의 노예,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,310059,泰特拉，虛榮的下場,"테트라, 허영심의 말로",小首領,MiniBoss,幻象(Phantasm),Phantasm,6370,130.9,70.85,70,55,65,9100,238,109,25,0,-25,風,風 -25%,火 +25%,227000,"챕2 미니보스 - 테트라, 허영심의 말로",227000:MonsterSpawn,31005901 / 31200201,100 / 100,1.25,1,3.5,1.5,21000590|21000591|21000592|21000593|21000594,
Hard,310059,泰特拉，虛榮的下場,"테트라, 허영심의 말로",小首領,MiniBoss,幻象(Phantasm),Phantasm,13650,273.7,103.55,150,115,95,9100,238,109,25,0,-25,風,風 -25%,火 +25%,227000,"챕2 미니보스 - 테트라, 허영심의 말로",227000:MonsterSpawn,31005901 / 31200201,100 / 100,1.25,1,3.5,1.5,21000590|21000591|21000592|21000593|21000594,
Insane,310059,泰特拉，虛榮的下場,"테트라, 허영심의 말로",小首領,MiniBoss,幻象(Phantasm),Phantasm,21840,309.4,114.45,240,130,105,9100,238,109,25,0,-25,風,風 -25%,火 +25%,227000,"챕2 미니보스 - 테트라, 허영심의 말로",227000:MonsterSpawn,31005901 / 31200201,100 / 100,1.25,1,3.5,1.5,21000590|21000591|21000592|21000593|21000594,
Normal,310059,泰特拉，虛榮的下場,"테트라, 허영심의 말로",小首領,MiniBoss,幻象(Phantasm),Phantasm,7735,202.3,92.65,85,85,85,9100,238,109,25,0,-25,風,風 -25%,火 +25%,227000,"챕2 미니보스 - 테트라, 허영심의 말로",227000:MonsterSpawn,31005901 / 31200201,100 / 100,1.25,1,3.5,1.5,21000590|21000591|21000592|21000593|21000594,
Easy,200048,海星怪,불가사리,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200048,海星怪,불가사리,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200048,海星怪,불가사리,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200048,海星怪,불가사리,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,200049,特克特克,테케테케,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200049,特克特克,테케테케,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200049,特克特克,테케테케,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200049,特克特克,테케테케,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,300017,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,434,106.7,81.25,70,55,65,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005032
Easy,300018,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,434,106.7,81.25,70,55,65,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005033
Easy,300019,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,434,106.7,81.25,70,55,65,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005034
Easy,300020,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,434,106.7,81.25,70,55,65,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005035
Hard,300017,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,930,223.1,118.75,150,115,95,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005032
Hard,300018,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,930,223.1,118.75,150,115,95,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005033
Hard,300019,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,930,223.1,118.75,150,115,95,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005034
Hard,300020,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,930,223.1,118.75,150,115,95,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005035
Insane,300017,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,1488,252.2,131.25,240,130,105,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005032
Insane,300018,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,1488,252.2,131.25,240,130,105,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005033
Insane,300019,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,1488,252.2,131.25,240,130,105,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005034
Insane,300020,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,1488,252.2,131.25,240,130,105,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005035
Normal,300017,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,527,164.9,106.25,85,85,85,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005032
Normal,300018,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,527,164.9,106.25,85,85,85,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005033
Normal,300019,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,527,164.9,106.25,85,85,85,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005034
Normal,300020,迷失孩童之魂,팔척귀신 소환몹 (스토리),普通,Normal,幻象(Phantasm),Phantasm,527,164.9,106.25,85,85,85,620,194,125,25,0,0,無,無明顯弱點,火 +25%,,,,,,0,1,10,10,21005031|21005036,40010003|21005030|21005035
Easy,300011,迷你黑山羊幼仔,다크영 베이비 (스토리),普通,Normal,異界(Eldritch),Eldritch,2100,115.5,81.25,70,55,65,3000,210,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2,22000020|22000021|22000022,
Hard,300011,迷你黑山羊幼仔,다크영 베이비 (스토리),普通,Normal,異界(Eldritch),Eldritch,4500,241.5,118.75,150,115,95,3000,210,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2,22000020|22000021|22000022,
Insane,300011,迷你黑山羊幼仔,다크영 베이비 (스토리),普通,Normal,異界(Eldritch),Eldritch,7200,273,131.25,240,130,105,3000,210,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2,22000020|22000021|22000022,
Normal,300011,迷你黑山羊幼仔,다크영 베이비 (스토리),普通,Normal,異界(Eldritch),Eldritch,2550,178.5,106.25,85,85,85,3000,210,125,0,0,-25,風,風 -25%,無明顯抗性,,,,,,2.5,1,3.5,2,22000020|22000021|22000022,
Easy,310011,偽天使艾琳,"거짓된 천사, 이레네",小首領,MiniBoss,人類(Human) / 異界(Eldritch),Human|Eldritch,5600,125.4,70.85,70,55,65,8000,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123700,"챕1 미니보스 - 거짓된 천사, 이레네",123700:MonsterSpawn,31001101 / 31100102,100 / 100,1.7,1,3.5,1.6,21000055|21000056|21000057|21000058|21000059,
Hard,310011,偽天使艾琳,"거짓된 천사, 이레네",小首領,MiniBoss,人類(Human) / 異界(Eldritch),Human|Eldritch,12000,262.2,103.55,150,115,95,8000,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123700,"챕1 미니보스 - 거짓된 천사, 이레네",123700:MonsterSpawn,31001101 / 31100102,100 / 100,1.7,1,3.5,1.6,21000055|21000056|21000057|21000058|21000059,
Insane,310011,偽天使艾琳,"거짓된 천사, 이레네",小首領,MiniBoss,人類(Human) / 異界(Eldritch),Human|Eldritch,19200,296.4,114.45,240,130,105,8000,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123700,"챕1 미니보스 - 거짓된 천사, 이레네",123700:MonsterSpawn,31001101 / 31100102,100 / 100,1.7,1,3.5,1.6,21000055|21000056|21000057|21000058|21000059,
Normal,310011,偽天使艾琳,"거짓된 천사, 이레네",小首領,MiniBoss,人類(Human) / 異界(Eldritch),Human|Eldritch,6800,193.8,92.65,85,85,85,8000,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123700,"챕1 미니보스 - 거짓된 천사, 이레네",123700:MonsterSpawn,31001101 / 31100102,100 / 100,1.7,1,3.5,1.6,21000055|21000056|21000057|21000058|21000059,
Easy,200045,寄居蟹,소라게,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200045,寄居蟹,소라게,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200045,寄居蟹,소라게,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200045,寄居蟹,소라게,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,300014,徘徊的八尺鬼神,팔척귀신 (스토리),首領,Boss,幻象(Phantasm),Phantasm,1575,115.5,81.25,70,55,65,2250,210,125,25,0,-25,風,風 -25%,火 +25%,129000,챕1 보스 - 팔척귀신,129000:Monster + MonsterSpawn,30001401,100,1.7,1,30,30,21005001|21005002|21005004|21005005|21005008,21005006
Hard,300014,徘徊的八尺鬼神,팔척귀신 (스토리),首領,Boss,幻象(Phantasm),Phantasm,3375,241.5,118.75,150,115,95,2250,210,125,25,0,-25,風,風 -25%,火 +25%,129000,챕1 보스 - 팔척귀신,129000:Monster + MonsterSpawn,30001401,100,1.7,1,30,30,21005001|21005002|21005004|21005005|21005008,21005006
Insane,300014,徘徊的八尺鬼神,팔척귀신 (스토리),首領,Boss,幻象(Phantasm),Phantasm,5400,273,131.25,240,130,105,2250,210,125,25,0,-25,風,風 -25%,火 +25%,129000,챕1 보스 - 팔척귀신,129000:Monster + MonsterSpawn,30001401,100,1.7,1,30,30,21005001|21005002|21005004|21005005|21005008,21005006
Normal,300014,徘徊的八尺鬼神,팔척귀신 (스토리),首領,Boss,幻象(Phantasm),Phantasm,1912.5,178.5,106.25,85,85,85,2250,210,125,25,0,-25,風,風 -25%,火 +25%,129000,챕1 보스 - 팔척귀신,129000:Monster + MonsterSpawn,30001401,100,1.7,1,30,30,21005001|21005002|21005004|21005005|21005008,21005006
Easy,310010,教區長露克拉修女,"교구장, 마더 루크라",小首領,MiniBoss,人類(Human),Human,6160,125.4,70.85,70,55,65,8800,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123600,"챕1 미니보스 - 교구장, 마더 루크라",123600:MonsterSpawn,31001001 / 31100101,100 / 100,1.7,1,3.5,1.6,21000050|21000051|21000052|21000053|21000054|21000059,
Hard,310010,教區長露克拉修女,"교구장, 마더 루크라",小首領,MiniBoss,人類(Human),Human,13200,262.2,103.55,150,115,95,8800,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123600,"챕1 미니보스 - 교구장, 마더 루크라",123600:MonsterSpawn,31001001 / 31100101,100 / 100,1.7,1,3.5,1.6,21000050|21000051|21000052|21000053|21000054|21000059,
Insane,310010,教區長露克拉修女,"교구장, 마더 루크라",小首領,MiniBoss,人類(Human),Human,21120,296.4,114.45,240,130,105,8800,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123600,"챕1 미니보스 - 교구장, 마더 루크라",123600:MonsterSpawn,31001001 / 31100101,100 / 100,1.7,1,3.5,1.6,21000050|21000051|21000052|21000053|21000054|21000059,
Normal,310010,教區長露克拉修女,"교구장, 마더 루크라",小首領,MiniBoss,人類(Human),Human,7480,193.8,92.65,85,85,85,8800,228,109,0,0,0,無,無明顯弱點,無明顯抗性,123600,"챕1 미니보스 - 교구장, 마더 루크라",123600:MonsterSpawn,31001001 / 31100101,100 / 100,1.7,1,3.5,1.6,21000050|21000051|21000052|21000053|21000054|21000059,
Easy,900100,深海的恐懼,딥원(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1330,121,50.7,70,55,65,1900,220,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000008|29000009,
Hard,900100,深海的恐懼,딥원(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,2850,253,74.1,150,115,95,1900,220,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000008|29000009,
Insane,900100,深海的恐懼,딥원(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,4560,286,81.9,240,130,105,1900,220,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000008|29000009,
Normal,900100,深海的恐懼,딥원(그림자),Shadow,Shadow,幻象(Phantasm),Phantasm,1615,187,66.3,85,85,85,1900,220,78,0,0,0,無,無明顯弱點,無明顯抗性,,,,,,2.5,1,30,30,29000008|29000009,
Easy,200020,深淵者,딥원,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,222100,챕2 딥원 몬스터 (노멀),222100:MonsterSpawn,20010901,4000,1.4,1,3.5,1.4,20002001|20002002,
Hard,200020,深淵者,딥원,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,222100,챕2 딥원 몬스터 (노멀),222100:MonsterSpawn,20010901,4000,1.4,1,3.5,1.4,20002001|20002002,
Insane,200020,深淵者,딥원,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,222100,챕2 딥원 몬스터 (노멀),222100:MonsterSpawn,20010901,4000,1.4,1,3.5,1.4,20002001|20002002,
Normal,200020,深淵者,딥원,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,222100,챕2 딥원 몬스터 (노멀),222100:MonsterSpawn,20010901,4000,1.4,1,3.5,1.4,20002001|20002002,
Easy,200041,深潛者壯漢,딥원 덩치,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200041,深潛者壯漢,딥원 덩치,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200041,深潛者壯漢,딥원 덩치,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200041,深潛者壯漢,딥원 덩치,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,200040,深潛者咒術師,딥원 주술사,普通,Normal,異界(Eldritch),Eldritch,770,112.75,50.7,70,55,65,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Hard,200040,深潛者咒術師,딥원 주술사,普通,Normal,異界(Eldritch),Eldritch,1650,235.75,74.1,150,115,95,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Insane,200040,深潛者咒術師,딥원 주술사,普通,Normal,異界(Eldritch),Eldritch,2640,266.5,81.9,240,130,105,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Normal,200040,深潛者咒術師,딥원 주술사,普通,Normal,異界(Eldritch),Eldritch,935,174.25,66.3,85,85,85,1100,205,78,-25,25,0,火,火 -25%,水 +25%,,,,,,1.4,1,3.5,1.4,20002001|20002002,
Easy,820003,異界稻草人,허수아비(괴이),普通,Normal,異界(Eldritch),Eldritch,7000,119.35,40.3,70,55,65,10000,217,62,0,0,-25,風,風 -25%,無明顯抗性,,,,,,0,1,2,2,,40010007|40010008|40010009
Hard,820003,異界稻草人,허수아비(괴이),普通,Normal,異界(Eldritch),Eldritch,15000,249.55,58.9,150,115,95,10000,217,62,0,0,-25,風,風 -25%,無明顯抗性,,,,,,0,1,2,2,,40010007|40010008|40010009
Insane,820003,異界稻草人,허수아비(괴이),普通,Normal,異界(Eldritch),Eldritch,24000,282.1,65.1,240,130,105,10000,217,62,0,0,-25,風,風 -25%,無明顯抗性,,,,,,0,1,2,2,,40010007|40010008|40010009
Normal,820003,異界稻草人,허수아비(괴이),普通,Normal,異界(Eldritch),Eldritch,8500,184.45,52.7,85,85,85,10000,217,62,0,0,-25,風,風 -25%,無明顯抗性,,,,,,0,1,2,2,,40010007|40010008|40010009
